Month,Department,Complaint Type,Location Type,Zipcode,Borough
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11435,QUEENS
June,BCC - Bronx,Derelict Vehicles,Street,10457,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10017,MANHATTAN
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10011,MANHATTAN
June,New York City Police Department,Noise - Park,Park/Playground,11434,QUEENS
June,New York City Police Department,Homeless Encampment,Residential Building/House,11435,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10472,BRONX
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11234,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11417,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,11106,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10016,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11354,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10469,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11103,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11229,BROOKLYN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11360,QUEENS
June,New York City Police Department,Homeless Encampment,Street/Sidewalk,11222,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11214,BROOKLYN
June,New York City Police Department,Vending,Park/Playground,10455,BRONX
June,Department of Parks and Recreation,Violation of Park Rules,Park,10028,MANHATTAN
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11249,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11412,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11379,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11372,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10012,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10314,STATEN ISLAND
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10023,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11417,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11206,BROOKLYN
June,New York City Police Department,Noise - Commercial,Store/Commercial,11373,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11378,QUEENS
June,Department of Parks and Recreation,Violation of Park Rules,Park,10473,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10010,MANHATTAN
June,New York City Police Department,Noise - House of Worship,House of Worship,10025,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11420,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10022,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10016,MANHATTAN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11355,QUEENS
June,New York City Police Department,Illegal Fireworks,Street/Sidewalk,11223,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11207,BROOKLYN
June,New York City Police Department,Noise - Park,Park/Playground,11106,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10016,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,Department of Parks and Recreation,Animal in a Park,Park,10457,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11420,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11228,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Drinking,Park/Playground,11215,BROOKLYN
June,New York City Police Department,Noise - Commercial,Store/Commercial,11373,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Noise - Commercial,Store/Commercial,10453,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11233,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11233,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11215,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10310,STATEN ISLAND
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10453,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11364,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10026,MANHATTAN
June,New York City Police Department,Vending,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10305,STATEN ISLAND
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11415,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,10013,MANHATTAN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11234,BROOKLYN
June,Department of Parks and Recreation,Violation of Park Rules,Park,10013,MANHATTAN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11219,BROOKLYN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11433,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11213,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11226,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11432,QUEENS
June,BCC - Queens West,Derelict Vehicles,Street,11378,QUEENS
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11234,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11214,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10016,MANHATTAN
June,New York City Police Department,Traffic,Street/Sidewalk,10040,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11232,BROOKLYN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11379,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10007,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10452,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10039,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10012,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10026,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11354,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10469,BRONX
June,New York City Police Department,Noise - Commercial,Store/Commercial,10453,BRONX
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11226,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11385,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11105,QUEENS
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11226,BROOKLYN
June,New York City Police Department,Vending,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11420,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11354,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11204,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11234,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Vending,Street/Sidewalk,10023,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11223,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11213,BROOKLYN
June,New York City Police Department,Vending,Street/Sidewalk,11372,QUEENS
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11419,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11412,QUEENS
June,New York City Police Department,Vending,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11433,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10013,MANHATTAN
June,New York City Police Department,Vending,Street/Sidewalk,11220,BROOKLYN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11423,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10022,MANHATTAN
June,New York City Police Department,Derelict Vehicle,Street/Sidewalk,11207,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11354,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10302,STATEN ISLAND
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11355,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10470,BRONX
June,New York City Police Department,Noise - Park,Park/Playground,10013,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11375,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Noise - Commercial,Club/Bar/Restaurant,10009,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11238,BROOKLYN
June,BCC - Queens East,Derelict Vehicles,Street,11355,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11201,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11218,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11379,QUEENS
June,New York City Police Department,Noise - House of Worship,House of Worship,11230,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11357,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,10451,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11218,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11355,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11236,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11209,BROOKLYN
June,New York City Police Department,Vending,Store/Commercial,10011,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11433,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10304,STATEN ISLAND
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11213,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10467,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10032,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11385,QUEENS
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10034,MANHATTAN
June,New York City Police Department,Noise - Park,Park/Playground,10025,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11101,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11106,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11210,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
June,New York City Police Department,Traffic,Street/Sidewalk,10014,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10466,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11234,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11412,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11412,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10462,BRONX
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,10034,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10036,MANHATTAN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10473,BRONX
June,New York City Police Department,Illegal Parking,Street/Sidewalk,10451,BRONX
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10465,BRONX
June,New York City Police Department,Homeless Encampment,Street/Sidewalk,10128,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10472,BRONX
June,New York City Police Department,Noise - Vehicle,Street/Sidewalk,11216,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11203,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,10303,STATEN ISLAND
June,New York City Police Department,Homeless Encampment,Street/Sidewalk,10016,MANHATTAN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11212,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11377,QUEENS
June,New York City Police Department,Noise - Street/Sidewalk,Street/Sidewalk,11221,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11417,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11208,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11412,QUEENS
June,New York City Police Department,Noise - Park,Park/Playground,11434,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11236,BROOKLYN
June,New York City Police Department,Illegal Parking,Street/Sidewalk,11368,QUEENS
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11233,BROOKLYN
June,New York City Police Department,Blocked Driveway,Street/Sidewalk,11106,QUEENS
